# Generated by scripts/build_pfam_predicate_map.py; edit the proposals, not this file.
# Pfam: Pfam-A.hmm sha256 8bab3a946e6d99a4 (24076 families); Pfam-A.clans.tsv.gz (30134 families)
# GO: pfam2go sha256 30274dd59c468d70; go-basic.obo sha256 b08d45b268b8c24c
# ENZYME: enzyme.dat sha256 6e1f553fcaa15ba7
# Swiss-Prot: uniprot_sprot.dat.gz 2026_03 sha256 c87208822a56e8ae (553,641 reviewed proteins with Pfam); KEGG gene links swissprot_kegg_ko.tsv sha256 20ab0dd3b910cb82; KO predicates from kegg_predicates.tsv sha256 054c42a1455b7f34
# accession	name	predicates	evidence
PF24444	DUF7563	hypothetical	hypothetical=text:unknown function
PF24445	DUF7564	hypothetical	hypothetical=text:unknown function
PF24446	DUF7565	hypothetical	hypothetical=text:unknown function
PF24447	RE_BanI	restriction_enzyme,restriction_modification	restriction_enzyme=text:RE_;restriction_modification=text:RE_
PF24448	T4_y05I_C	dna_binding,regulator,transcription_factor	dna_binding=text:transcription factor;regulator=text:transcription factor;transcription_factor=text:transcription factor
PF24449	T4_y05I_N	dna_binding,regulator,transcription_factor	dna_binding=text:transcription factor;regulator=text:transcription factor;transcription_factor=text:transcription factor
PF24450	DUF7566	hypothetical	hypothetical=text:unknown function
PF24451	DUF7567	hypothetical	hypothetical=text:unknown function
PF24452	DUF7568	hypothetical	hypothetical=text:unknown function
PF24453	DUF7569	hypothetical	hypothetical=text:unknown function
PF24454	DUF7570	hypothetical	hypothetical=text:unknown function
PF24455	DUF7571	hypothetical	hypothetical=text:unknown function
PF24457	DUF7572	hypothetical	hypothetical=text:unknown function
PF24458	DUF7573	hypothetical	hypothetical=text:unknown function
PF24459	DUF7574	hypothetical	hypothetical=text:unknown function
PF24460	DUF7575	hypothetical	hypothetical=text:unknown function
PF24461	DUF7576	hypothetical	hypothetical=text:unknown function
PF24463	DUF7577	hypothetical	hypothetical=text:unknown function
PF24466	DUF7578	hypothetical	hypothetical=text:unknown function
PF24473	CON_HrpB	helicase	helicase=text:helicase
PF24474	DUF7579	hypothetical	hypothetical=text:unknown function
PF24475	RBD_DEAH11	binding,rna_binding	binding=text:binding;rna_binding=text:RNA-binding
PF24476	DUF7580	hypothetical	hypothetical=text:unknown function
PF24480	TPGS1_C	amylase,carbohydrate_active,glycoside_hydrolase	amylase=text:amylase;carbohydrate_active=text:amylase;glycoside_hydrolase=text:amylase
PF24481	CT398_CC	coiled_coil	coiled_coil=text:CC
PF24483	DUF7582	hypothetical	hypothetical=text:unknown function
PF24485	zf-C2H2_DHX34	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF24486	DUF7583	hypothetical	hypothetical=text:unknown function
PF24488	DUF7584	hypothetical	hypothetical=text:unknown function
PF24490	DUF7585	hypothetical	hypothetical=text:unknown function
PF24491	DUF7586	hypothetical	hypothetical=text:unknown function
PF24492	HEAT_ECM29	heat_repeat,hydrolase,protease,protein_binding,repeat_domain	heat_repeat=text:HEAT;hydrolase=enzyme:3.4.25.1 (proteasome);protease=enzyme:3.4.25.1 (proteasome);protein_binding=text:scaffold;repeat_domain=text:repeat
PF24494	DUF7587	hypothetical	hypothetical=text:unknown function
PF24495	Ig_TMEM131_2	membrane	membrane=text:Transmembrane
PF24496	DUF7588	hypothetical	hypothetical=text:unknown function
PF24500	DUF7589	hypothetical	hypothetical=text:unknown function
PF24503	DUF7590	hypothetical	hypothetical=text:unknown function
PF24511	DUF7591	hypothetical	hypothetical=text:unknown function
PF24512	DUF7592	hypothetical	hypothetical=text:unknown function
PF24513	DUF7593	hypothetical	hypothetical=text:unknown function
PF24517	CBM96	binding,carbohydrate_active,carbohydrate_binding	binding=text:binding;carbohydrate_active=text:CBM;carbohydrate_binding=text:CBM
PF24521	Ank_KRIT1	ankyrin_repeat,repeat_domain	ankyrin_repeat=text:Ank_;repeat_domain=text:ankyrin
PF24523	DUF7595	hypothetical	hypothetical=text:unknown function
PF24524	DUF7596	hypothetical	hypothetical=text:unknown function
PF24530	DUF7597	hypothetical	hypothetical=text:unknown function
PF24535	DUF7598	hypothetical	hypothetical=text:unknown function
PF24537	zf-C2H2_fungi	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF24538	DUF7599	hypothetical	hypothetical=text:unknown function
PF24539	DUF7600	hypothetical	hypothetical=text:unknown function
PF24540	zf-C2H2_REST	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF24547	DUF7601	hypothetical	hypothetical=text:unknown function
PF24548	EF_EFCAB10_C	calcium_binding	calcium_binding=text:EF-hand
PF24549	DUF7602	hypothetical	hypothetical=text:unknown function
PF24550	LIS_MGM1	gtp_binding,gtpase	gtp_binding=text:GTPase;gtpase=text:GTPase
PF24551	SH3_Rv0428c	acetyltransferase,transferase	acetyltransferase=text:acetyltransferase;transferase=text:transferase
PF24553	Rv0428c_C	acetyltransferase,transferase	acetyltransferase=text:acetyltransferase;transferase=text:transferase
PF24554	DUF7603	hypothetical	hypothetical=text:unknown function
PF24555	CC4_CEP85	coiled_coil	coiled_coil=text:coiled-coil
PF24558	DUF7604	hypothetical	hypothetical=text:unknown function
PF24560	zf-C2H2_OTU1_C	esterase,hydrolase,metal_binding,zinc_binding,zinc_finger	esterase=text:esterase;hydrolase=text:esterase;metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF24564	DUF7605	hypothetical	hypothetical=text:unknown function
PF24566	HEAT_Ints3_C	heat_repeat,repeat_domain	heat_repeat=text:HEAT;repeat_domain=text:repeat
PF24568	CC_PcsB	cell_wall,coiled_coil,hydrolase,peptidoglycan	cell_wall=text:Peptidoglycan;coiled_coil=text:coiled-coil;hydrolase=text:hydrolase;peptidoglycan=text:Peptidoglycan
PF24571	HEAT_SCC3-SA	heat_repeat,repeat_domain	heat_repeat=text:HEAT;repeat_domain=text:repeat
PF24572	RBD_RDR6	binding,rna_binding,rna_polymerase,transcription	binding=text:binding;rna_binding=text:RNA polymerase;rna_polymerase=text:RNA pol;transcription=text:RNA pol
PF24573	HEAT_DAAF5	heat_repeat,repeat_domain	heat_repeat=text:HEAT;repeat_domain=text:repeat
PF24575	TPR_Slam	repeat_domain,tpr_repeat	repeat_domain=text:repeat;tpr_repeat=text:TPR
PF24577	RDR6_2nd	rna_polymerase,transcription	rna_polymerase=text:RNA pol;transcription=text:RNA pol
PF24579	PDDEXK_14	hydrolase,nuclease,phage_related	hydrolase=text:nuclease;nuclease=text:endonuclease;phage_related=text:Phage
PF24580	DUF7607	hypothetical	hypothetical=text:unknown function
PF24581	DUF7608	hypothetical	hypothetical=text:unknown function
PF24582	DUF7609	hypothetical	hypothetical=text:unknown function
PF24583	DUF7610	hypothetical	hypothetical=text:unknown function
PF24586	DUF7611	hypothetical	hypothetical=text:unknown function
PF24587	DUF7612	hypothetical	hypothetical=text:unknown function
PF24588	DUF7613	hypothetical	hypothetical=text:unknown function
PF24589	DUF7614	hypothetical	hypothetical=text:unknown function
PF24590	DUF7615	hypothetical	hypothetical=text:unknown function
PF24591	Phage_YunG-like	phage_related	phage_related=text:Phage
PF24592	DUF7616	hypothetical	hypothetical=text:unknown function
PF24593	DUF7617	hypothetical	hypothetical=text:unknown function
PF24594	DUF7618	hypothetical	hypothetical=text:unknown function
PF24595	DUF7619	hypothetical	hypothetical=text:unknown function
PF24596	DUF7620	hypothetical	hypothetical=text:unknown function
PF24597	TPR_DOP1_M	repeat_domain,tpr_repeat	repeat_domain=text:TPR_;tpr_repeat=text:TPR
PF24599	DUF7621	hypothetical	hypothetical=text:unknown function
PF24601	TPR_DOP1	repeat_domain,tpr_repeat	repeat_domain=text:TPR_;tpr_repeat=text:TPR
PF24602	DUF7622	hypothetical	hypothetical=text:unknown function
PF24603	TPR_30	repeat_domain,tpr_repeat	repeat_domain=text:Tetratricopeptide;tpr_repeat=text:TPR
PF24607	CBM_AftD	binding,transferase	binding=text:binding;transferase=text:transferase
PF24608	PDDEXK_15	hydrolase,nuclease,phage_related	hydrolase=text:nuclease;nuclease=text:endonuclease;phage_related=text:Phage
PF24610	DUF7623	hypothetical	hypothetical=text:unknown function
PF24616	DUF7624	hypothetical	hypothetical=text:unknown function
PF24618	LTN1_E3_ligase_5th	heat_repeat,ligase,repeat_domain	heat_repeat=text:HEAT;ligase=text:ligase;repeat_domain=text:repeat
PF24620	DUF7625	hypothetical	hypothetical=text:unknown function
PF24621	DHQS_C	synthase	synthase=text:synthase
PF24623	Phage_zn_bind_8	binding,dna_binding,metal_binding,phage_related,zinc_binding,zinc_finger	binding=text:bind;dna_binding=text:DNA-binding;metal_binding=text:zinc;phage_related=text:Phage;zinc_binding=text:zinc;zinc_finger=text:zinc finger
PF24624	Int_N	integrase,mobile_element,phage_related	integrase=text:integrase;mobile_element=text:Phage;phage_related=text:Phage
PF24625	DUF7626	hypothetical	hypothetical=text:unknown function
PF24627	PUMA_CC	coiled_coil	coiled_coil=text:CC
PF24628	DUF7627	hypothetical	hypothetical=text:unknown function
PF24630	PIN_TASOR	pin_domain	pin_domain=text:PIN_
PF24631	DUF7628	hypothetical	hypothetical=text:unknown function
PF24632	DUF7629	hypothetical	hypothetical=text:unknown function
PF24633	DUF7630	hypothetical	hypothetical=text:unknown function
PF24634	DUF7631	hypothetical	hypothetical=text:unknown function
PF24635	DUF7632	hypothetical	hypothetical=text:unknown function
PF24636	DUF7633	hypothetical	hypothetical=text:unknown function
PF24639	DUF7634	hypothetical	hypothetical=text:unknown function
PF24640	DUF7635	hypothetical	hypothetical=text:unknown function
PF24642	DUF7636	hypothetical	hypothetical=text:unknown function
PF24643	DUF7637	hypothetical	hypothetical=text:unknown function
PF24644	DUF7638	hypothetical	hypothetical=text:unknown function
PF24645	DUF7639	hypothetical	hypothetical=text:unknown function
PF24646	DUF7640	hypothetical	hypothetical=text:unknown function
PF24647	Phage_blade	phage_related	phage_related=text:Phage
PF24648	DUF7641	hypothetical	hypothetical=text:unknown function
PF24649	DUF7642	hypothetical	hypothetical=text:unknown function
PF24651	DUF7644	hypothetical	hypothetical=text:unknown function
PF24653	Phage_OMP	membrane,outer_membrane,phage_related	membrane=text:membrane;outer_membrane=text:OMP;phage_related=text:Phage
PF24655	DUF7645	hypothetical	hypothetical=text:unknown function
PF24656	CEPT76_peptidase	protease	protease=text:peptidase
PF24657	DUF7646	hypothetical	hypothetical=text:unknown function
PF24658	DUF7647	hypothetical	hypothetical=text:unknown function
PF24659	DUF7648	hypothetical	hypothetical=text:unknown function
PF24661	DUF7649	hypothetical	hypothetical=text:unknown function
PF24662	DUF7650	hypothetical	hypothetical=text:unknown function
PF24663	DUF7651	hypothetical	hypothetical=text:unknown function
PF24665	DUF7652	hypothetical	hypothetical=text:unknown function
PF24666	zf-C2H2_fungi_2	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF24670	DUF7653	hypothetical	hypothetical=text:unknown function
PF24672	DUF7654	hypothetical	hypothetical=text:unknown function
PF24673	Blr_divisome	cell_division,divisome,membrane	cell_division=text:divisome;divisome=text:divisome;membrane=text:membrane
PF24675	NpmA	methyltransferase,rrna_modification,transferase	methyltransferase=text:methyltransferase;rrna_modification=text:rRNA;transferase=text:transferase
PF24676	DUF7656	hypothetical	hypothetical=text:unknown function
PF24677	DUF7657	hypothetical	hypothetical=text:unknown function
PF24678	DUF7658	hypothetical	hypothetical=text:unknown function
PF24681	Kelch_KLHDC2_KLHL20_DRC7	kelch_repeat,repeat_domain	kelch_repeat=text:Kelch;repeat_domain=text:Kelch
PF24684	Vgb_lyase	antibiotic_resistance,lyase	antibiotic_resistance=swissprot:15/15 single-domain 15/15;lyase=text:lyase
PF24686	FLQE3_permease	membrane,transporter	membrane=text:permease;transporter=text:permease
PF24687	OrgC	secretion_component	secretion_component=text:Secretion
PF24688	SseK_NleB	glycosyltransferase,transferase	glycosyltransferase=swissprot:12/12 KOs 4/4 single-domain 12/12;transferase=swissprot:12/12 KOs 4/4 single-domain 12/12
PF24691	TreTu_C	toxin_domain	toxin_domain=text:toxin
PF24692	DUF7659	hypothetical	hypothetical=text:unknown function
PF24693	DUF7660	hypothetical	hypothetical=text:unknown function
PF24697	DUF7661	hypothetical	hypothetical=text:unknown function
PF24698	DUF7662	hypothetical	hypothetical=text:unknown function
PF24699	DUF7663	hypothetical	hypothetical=text:unknown function
PF24701	DUF7664	hypothetical	hypothetical=text:unknown function
PF24702	DUF7665	hypothetical	hypothetical=text:unknown function
PF24703	DUF7666	hypothetical	hypothetical=text:unknown function
PF24704	DUF7667	hypothetical	hypothetical=text:unknown function
PF24705	DUF7668	hypothetical	hypothetical=text:unknown function
PF24706	DUF7669	hypothetical	hypothetical=text:unknown function
PF24708	Lip_C	esterase,hydrolase	esterase=swissprot:20/20 co-domains excluded;hydrolase=swissprot:20/20 co-domains excluded
PF24709	DUF7670	hypothetical	hypothetical=text:unknown function
PF24710	DUF7671	hypothetical	hypothetical=text:unknown function
PF24717	DUF7672	hypothetical	hypothetical=text:unknown function
PF24718	HTH_73	dna_binding,helix_turn_helix	dna_binding=text:HTH;helix_turn_helix=text:HTH
PF24720	DUF7673	hypothetical	hypothetical=text:unknown function
PF24722	DUF7674	hypothetical	hypothetical=text:unknown function
PF24723	DUF7675	hypothetical	hypothetical=text:unknown function
PF24724	DUF7676	hypothetical	hypothetical=text:unknown function
PF24725	DUF7677	hypothetical	hypothetical=text:unknown function
PF24726	DUF7678	hypothetical	hypothetical=text:unknown function
PF24727	DUF7679	hypothetical	hypothetical=text:unknown function
PF24728	DUF7680	hypothetical	hypothetical=text:unknown function
PF24730	DUF7682	binding,hypothetical,metal_binding,zinc_binding	binding=text:binding;hypothetical=text:unknown function;metal_binding=text:Zinc;zinc_binding=text:Zinc
PF24731	DUF7683	hypothetical	hypothetical=text:unknown function
PF24732	ParE_like	toxin_domain	toxin_domain=text:toxin
PF24733	DUF7684	hypothetical	hypothetical=text:unknown function
PF24734	DUF7685	hypothetical	hypothetical=text:unknown function
PF24735	DUF7686	hypothetical	hypothetical=text:unknown function
PF24736	DUF7687	hypothetical	hypothetical=text:unknown function
PF24737	DUF7688	hypothetical	hypothetical=text:unknown function
PF24738	DUF7689	hypothetical	hypothetical=text:unknown function
PF24739	DUF7690	hypothetical	hypothetical=text:unknown function
PF24740	DUF7691	hypothetical	hypothetical=text:unknown function
PF24743	DUF7692	hypothetical	hypothetical=text:unknown function
PF24744	CARF-assoc_HTH	dna_binding,helix_turn_helix	dna_binding=text:HTH;helix_turn_helix=text:HTH
PF24745	DUF7693	hypothetical	hypothetical=text:unknown function
PF24746	DUF7694	hypothetical	hypothetical=text:unknown function
PF24747	Zn-ribbon_GIR1	zinc_binding	zinc_binding=text:Zn
PF24749	DUF7695	hypothetical	hypothetical=text:unknown function
PF24750	b-prop_At3g26010-like	repeat_domain,wd40_repeat	repeat_domain=text:beta-propeller;wd40_repeat=text:beta-propeller
PF24751	DUF7696	hypothetical	hypothetical=text:unknown function
PF24752	DUF7697	hypothetical	hypothetical=text:unknown function
PF24753	DUF7698	hypothetical	hypothetical=text:unknown function
PF24757	C2H2_ASCIZ	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zinc;zinc_binding=text:zinc;zinc_finger=text:zinc finger
PF24758	LRR_At5g56370	lrr_repeat,repeat_domain	lrr_repeat=text:LRR;repeat_domain=text:repeat
PF24759	C2HC_ASCIZ	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zinc;zinc_binding=text:zinc;zinc_finger=text:zinc finger
PF24760	TPR_IF140_C	repeat_domain,tpr_repeat	repeat_domain=text:TPR_;tpr_repeat=text:TPR
PF24761	C2H2_ASCIZ_4th	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zinc;zinc_binding=text:zinc;zinc_finger=text:zinc finger
PF24762	TPR_IF140-IFT172	repeat_domain,tpr_repeat	repeat_domain=text:TPR_;tpr_repeat=text:TPR
PF24764	rva_4	integrase,mobile_element	integrase=text:Integrase;mobile_element=text:Integrase
PF24766	DUF7699	hypothetical	hypothetical=text:unknown function
PF24777	DUF7700	hypothetical	hypothetical=text:unknown function
PF24780	WD40_MABP1-WDR62_1st	repeat_domain,wd40_repeat	repeat_domain=text:WD40;wd40_repeat=text:WD40
PF24782	WD40_MABP1-WDR62_2nd	repeat_domain,wd40_repeat	repeat_domain=text:WD40;wd40_repeat=text:WD40
PF24792	DUF7701	hypothetical	hypothetical=text:unknown function
PF24793	GINT1_N	transferase	transferase=text:transferase
PF24795	WDR62-MABP1_CC	coiled_coil	coiled_coil=text:CC
PF24800	DUF7702	hypothetical	hypothetical=text:unknown function
PF24802	DUF7703	hypothetical	hypothetical=text:unknown function
PF24803	DUF7704	hypothetical	hypothetical=text:unknown function
PF24804	DUF7705	hypothetical	hypothetical=text:unknown function
PF24805	EIF3I	translation,translation_factor	translation=swissprot:58/64 single-domain 58/64;translation_factor=swissprot:58/64 single-domain 58/64
PF24806	DUF7706	hypothetical	hypothetical=text:unknown function
PF24807	WD40_CDC20-Fz	repeat_domain,wd40_repeat	repeat_domain=text:WD40;wd40_repeat=text:WD40
PF24808	DUF7707	hypothetical	hypothetical=text:unknown function
PF24809	DUF7708	hypothetical	hypothetical=text:unknown function
PF24810	RBD_LARS1	binding,ligase	binding=text:binding;ligase=text:ligase
PF24812	wHTH_TTC3	dna_binding,helix_turn_helix	dna_binding=text:winged helix;helix_turn_helix=text:wHTH
PF24813	DUF7709	hypothetical	hypothetical=text:unknown function
PF24814	WD40_Prp19	repeat_domain,wd40_repeat	repeat_domain=text:WD40;wd40_repeat=text:WD40
PF24817	WD40_WDHD1_1st	repeat_domain,wd40_repeat	repeat_domain=text:WD40;wd40_repeat=text:WD40
PF24819	DUF7710	hypothetical	hypothetical=text:unknown function
PF24821	DUF7711	hypothetical	hypothetical=text:unknown function
PF24822	DUF7712	hypothetical	hypothetical=text:unknown function
PF24825	SNU71_RBD	binding,rna_binding	binding=text:binding;rna_binding=text:RNA binding
PF24827	AstE_AspA_cat	amidase,hydrolase	amidase=text:desuccinylase;hydrolase=go:GO:0016787
PF24828	DUF7713	hypothetical	hypothetical=text:unknown function
PF24829	Phage_connect_2	phage_related	phage_related=text:Phage
PF24830	DUF7714	hypothetical	hypothetical=text:unknown function
PF24831	DUF7715	hypothetical	hypothetical=text:unknown function
PF24832	DUF7716	hypothetical	hypothetical=text:unknown function
PF24835	DUF7717	hypothetical	hypothetical=text:unknown function
PF24838	8xMP	membrane	membrane=text:membrane
PF24839	DUF7718	hypothetical	hypothetical=text:unknown function
PF24841	DUF7719	hypothetical	hypothetical=text:unknown function
PF24843	DUF7720	hypothetical	hypothetical=text:unknown function
PF24844	PolC_DP2_central	dna_polymerase,replication	dna_polymerase=text:DNA pol;replication=text:DNA polymerase
PF24845	DUF7721	hypothetical	hypothetical=text:unknown function
PF24846	PolC_DP2_cat	dna_polymerase,replication	dna_polymerase=text:DNA pol;replication=text:DNA polymerase
PF24847	DUF7722	hypothetical	hypothetical=text:unknown function
PF24848	DUF7723	hypothetical	hypothetical=text:unknown function
PF24849	DUF7724	hypothetical	hypothetical=text:unknown function
PF24850	CC_BshC	biosynthesis,coiled_coil	biosynthesis=text:biosynth;coiled_coil=text:coiled-coil
PF24851	DUF7725	hypothetical	hypothetical=text:unknown function
PF24852	DUF7726	hypothetical	hypothetical=text:unknown function
PF24853	DUF7727	hypothetical	hypothetical=text:unknown function
PF24854	DUF7728	hypothetical	hypothetical=text:unknown function
PF24855	DUF7729	hypothetical	hypothetical=text:unknown function
PF24856	AraA_central	isomerase	isomerase=text:isomerase
PF24857	THR4_C	synthase	synthase=text:synthase
PF24858	AGMP_C	oxidoreductase,oxygenase	oxidoreductase=text:oxygenase;oxygenase=text:oxygenase
PF24861	SUS_N	synthase	synthase=text:synthase
PF24862	SUS_EPBD	synthase	synthase=text:synthase
PF24864	DUF7730	hypothetical	hypothetical=text:unknown function
PF24865	DUF7731	hypothetical	hypothetical=text:unknown function
PF24866	DUF7732	hypothetical	hypothetical=text:unknown function
PF24867	DUF7733	hypothetical	hypothetical=text:unknown function
PF24869	DUF7734	hypothetical	hypothetical=text:unknown function
PF24870	DUF7735	hypothetical	hypothetical=text:unknown function
PF24872	DUF2110_N	hypothetical	hypothetical=text:DUF2
PF24873	DUF2110_C	hypothetical	hypothetical=text:DUF2
PF24875	DUF7736	hypothetical	hypothetical=text:unknown function
PF24877	ILV_EDD_C	branched_chain_aa,dehydratase,lyase	branched_chain_aa=text:Dihydroxy-acid;dehydratase=text:dehydratase;lyase=text:dehydratase
PF24878	YkcB_C	transferase	transferase=text:transferase
PF24879	DUF7737	hypothetical	hypothetical=text:unknown function
PF24880	DUF7738	hypothetical	hypothetical=text:unknown function
PF24881	DUF7739	hypothetical	hypothetical=text:unknown function
PF24885	TPR_NPHP3	repeat_domain,tpr_repeat	repeat_domain=text:TPR_;tpr_repeat=text:TPR
PF24886	DUF7740	hypothetical	hypothetical=text:unknown function
PF24888	DUF7741	hypothetical	hypothetical=text:unknown function
PF24891	DUF7742	hypothetical	hypothetical=text:unknown function
PF24893	DUF7743	hypothetical	hypothetical=text:unknown function
PF24894	Hexapep_GlmU	acetyltransferase	acetyltransferase=text:hexapeptide
PF24895	SIDD_N	ligase	ligase=text:synthetase
PF24897	DUF7744	hypothetical	hypothetical=text:unknown function
PF24898	GGDEF_GdpP	cyclic_dinucleotide,diguanylate_cyclase,esterase,hydrolase,signaling	cyclic_dinucleotide=text:GGDEF;diguanylate_cyclase=text:GGDEF;esterase=text:esterase;hydrolase=text:esterase;signaling=text:Cyclic-di
PF24899	UBA_DHX29	helicase	helicase=text:helicase
PF24900	ZMYM4	metal_binding,zinc_binding,zinc_finger	metal_binding=text:Zinc;zinc_binding=text:Zinc;zinc_finger=text:Zinc finger
PF24901	HTH_MCM7	dna_binding,helix_turn_helix	dna_binding=text:winged helix;helix_turn_helix=text:HTH
PF24903	OB_MEIOB_N	hydrolase	hydrolase=swissprot:5/5 single-domain 4/4
PF24906	Zf_WRKY19	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zinc;zinc_binding=text:zinc;zinc_finger=text:zinc finger
PF24913	HTH_AAA_fung	aaa_domain,atp_binding,atpase,dna_binding,helix_turn_helix	aaa_domain=text:AAA_;atp_binding=text:AAA;atpase=text:AAA_;dna_binding=text:winged helix;helix_turn_helix=text:HTH
PF24916	HEAT_GCN1_fung	heat_repeat,repeat_domain	heat_repeat=text:HEAT;repeat_domain=text:repeat
PF24921	RING_XB3-XBAT31	ligase	ligase=text:ligase
PF24922	ACBP4_C	binding	binding=text:binding
PF24923	ATP-grasp_IQCH	atp_binding	atp_binding=text:ATP
PF24924	DUF7745	hypothetical	hypothetical=text:unknown function
PF24925	DUF7746	hypothetical	hypothetical=text:unknown function
PF24927	DUF7747	hypothetical	hypothetical=text:unknown function
PF24928	DUF7748	hypothetical	hypothetical=text:unknown function
PF24929	DUF7749	hypothetical	hypothetical=text:unknown function
PF24930	DUF7750	hypothetical	hypothetical=text:unknown function
PF24933	DUF7751	hypothetical	hypothetical=text:unknown function
PF24934	DUF7752	hypothetical	hypothetical=text:unknown function
PF24936	DUF7753	hypothetical	hypothetical=text:unknown function
PF24937	DUF7754	hypothetical	hypothetical=text:unknown function
PF24938	DUF7755	hypothetical	hypothetical=text:unknown function
PF24939	DUF7756	hypothetical	hypothetical=text:unknown function
PF24941	DUF7757	hypothetical	hypothetical=text:unknown function
PF24944	DUF7758	hypothetical	hypothetical=text:unknown function
PF24945	DUF7759	hypothetical	hypothetical=text:unknown function
PF24948	Citrate_synth_N	atp_binding,central_metabolism,synthase,tca_cycle	atp_binding=text:ATP;central_metabolism=text:citrate synth;synthase=text:synthase;tca_cycle=text:citrate synth
PF24949	DUF7760	hypothetical	hypothetical=text:unknown function
PF24952	DUF7761	hypothetical	hypothetical=text:unknown function
PF24953	DUF7762	hypothetical	hypothetical=text:unknown function
PF24954	DUF7763	hypothetical	hypothetical=text:unknown function
PF24956	Msl2-3_C	ion_channel,transporter	ion_channel=text:channel;transporter=text:channel
PF24957	DUF7764	hypothetical	hypothetical=text:unknown function
PF24958	DUF7765	hypothetical	hypothetical=text:unknown function
PF24960	DUF7766	hypothetical	hypothetical=text:unknown function
PF24961	NfeD_membrane	membrane	membrane=text:membrane
PF24962	DUF7767	hypothetical	hypothetical=text:unknown function
PF24963	DUF7768	hypothetical	hypothetical=text:unknown function
PF24964	DUF7769	hypothetical	hypothetical=text:unknown function
PF24968	DUF7770	hypothetical	hypothetical=text:unknown function
PF24969	LRR_15	lrr_repeat,repeat_domain	lrr_repeat=text:LRR;repeat_domain=text:Leucine-rich
PF24974	DUF7771	hypothetical	hypothetical=text:unknown function
PF24977	DUF7772	hypothetical	hypothetical=text:unknown function
PF24981	Beta-prop_ATRN-LZTR1	repeat_domain,wd40_repeat	repeat_domain=text:beta-propeller;wd40_repeat=text:beta-propeller
PF24982	DUF7773	hypothetical	hypothetical=text:unknown function
PF24983	DUF7774	hypothetical	hypothetical=text:unknown function
PF24984	HEAT_EF3_GNC1	heat_repeat,repeat_domain,translation,translation_factor	heat_repeat=text:HEAT;repeat_domain=text:repeat;translation=text:Elongation factor;translation_factor=text:Elongation factor
PF24985	DUF7775	hypothetical	hypothetical=text:unknown function
PF24986	PRC_RimM	rna_binding	rna_binding=swissprot:492/496 co-domains excluded
PF24987	HEAT_EF3_N	heat_repeat,repeat_domain	heat_repeat=text:HEAT;repeat_domain=text:repeat
PF24989	DUF7776	hypothetical	hypothetical=text:unknown function
PF24992	DUF7777	hypothetical	hypothetical=text:unknown function
PF24995	DSRM_2	binding	binding=text:binding
PF24996	NANM	epimerase,isomerase,racemase	epimerase=text:epimerase;isomerase=text:epimerase;racemase=swissprot:41/42 single-domain 41/42
PF24998	DUF7778	hypothetical	hypothetical=text:unknown function
PF25000	DUF7779	hypothetical	hypothetical=text:unknown function
PF25002	DUF7780	hypothetical	hypothetical=text:unknown function
PF25003	DUF7781	hypothetical	hypothetical=text:unknown function
PF25004	DUF7782	hypothetical	hypothetical=text:unknown function
PF25006	DUF7783	hypothetical	hypothetical=text:unknown function
PF25007	DYH2-5-8_CC	coiled_coil	coiled_coil=text:CC
PF25008	DUF7784	hypothetical	hypothetical=text:unknown function
PF25009	DUF7785	hypothetical	hypothetical=text:unknown function
PF25012	DUF7786	hypothetical	hypothetical=text:unknown function
PF25013	LRR_Zer-1	lrr_repeat,repeat_domain	lrr_repeat=text:LRR;repeat_domain=text:Leucine-rich
PF25015	RBD_AKAP-17A	binding,rna_binding	binding=text:binding;rna_binding=text:RNA-binding
PF25017	zf-C2HC_3	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF25018	HEAT_IPO9_c	heat_repeat,repeat_domain	heat_repeat=text:HEAT;repeat_domain=text:repeat
PF25019	LRR_R13L1-DRL21	lrr_repeat,repeat_domain	lrr_repeat=text:LRR;repeat_domain=text:LRR
PF25025	EF-Ts_N	translation,translation_factor	translation=text:Elongation factor;translation_factor=text:Elongation factor
PF25030	M-HEAT_ATR	heat_repeat,kinase,repeat_domain,transferase	heat_repeat=text:HEAT;kinase=text:kinase;repeat_domain=text:HEAT_;transferase=text:kinase
PF25032	N-HEAT_ATR	heat_repeat,kinase,repeat_domain,transferase	heat_repeat=text:HEAT;kinase=text:kinase;repeat_domain=text:HEAT_;transferase=text:kinase
PF25036	VPS13_VAB	binding	binding=text:binding
PF25041	UFL1_C	ligase	ligase=text:ligase
PF25042	DUF7787	hypothetical	hypothetical=text:unknown function
